Row Type,Action,Keyword status,Campaign ID,Campaign,Ad group ID,Ad group,Keyword ID,Keyword,Type,Label,Default max. CPC,Max. CPV,Final URL,Mobile final URL,Final URL suffix,Tracking template,Custom parameter
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,376947507286,lycra surf feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,395352136238,camiseta lycra feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,416638112773,camisetas femininas surf,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,417497928922,camiseta lycra surf feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,418769937783,camiseta para surf feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,430251980559,blusa surf feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2494012155976,camiseta lycra feminina secagem rápida,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2494565019999,camiseta lycra feminina para beach tennis,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2495418476768,comprar camiseta lycra feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2496336751605,camiseta esportiva feminina proteção solar,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2496336752045,camiseta lycra segunda pele feminina,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2496336753005,camiseta lycra feminina modelagem anatômica,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2496721976850,camisa de lycra feminina uv50,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2497386432191,camiseta lycra feminina uv50,,,,,,,,,
Keyword,Remove,,24110422707,[006-SEARCH]-LYCRA,207497286628,[006-C]-LYCRA-GENERICO,2523706244324,camiseta lycra feminina para corrida,,,,,,,,,
